idListaCobro,idCredito,consecutivoCobro,idBanco,montoExigible,montoCobrar,montoCobrado,fechaCobroBanco,idRespuestaBanco
155950,470704,41397813,12,782.53,782.53,0.0,,4.0
155950,472257,41397806,12,449.95,449.95,0.0,,4.0
155950,474280,41397852,12,851.85,851.85,0.0,,4.0
155950,475043,41397793,12,782.53,782.53,0.0,,4.0
155950,480978,41397800,12,782.53,782.53,0.0,,4.0
155950,481141,41397825,12,324.01,324.01,0.0,,4.0
155950,481220,41397834,12,782.53,782.53,0.0,,4.0
155950,481528,41397838,12,292.06,292.06,0.0,,4.0
155950,483699,41397848,12,431.35,431.35,0.0,,4.0
155950,484104,41397816,12,586.9,586.9,0.0,,4.0
155950,484270,41397820,12,782.53,782.53,0.0,,4.0
155950,486304,41397786,12,782.53,782.53,0.0,,4.0
155950,486851,41397779,12,486.77,486.77,0.0,,4.0
155950,487456,41397777,12,782.53,782.53,0.0,,4.0
155950,487600,41397801,12,782.53,782.53,0.0,,4.0
155950,488019,41397859,12,782.53,782.53,0.0,,4.0
155950,490655,41397807,12,416.89,416.89,0.0,,4.0
155950,495453,41397783,12,630.55,630.55,0.0,,4.0
155950,495791,41397832,12,1226.47,1226.47,0.0,,4.0
155950,497789,41397764,12,882.77,882.77,0.0,,4.0
155950,505085,41397768,12,277.44,277.44,0.0,,4.0
155950,506506,41397849,12,423.73,423.73,0.0,,4.0
155950,508162,41397821,12,1008.88,1008.88,0.0,,4.0
155950,574612,41397790,12,741.53,741.53,0.0,,4.0
155950,575806,41397826,12,946.77,946.77,0.0,,4.0
155950,661415,41397842,12,391.26,391.26,391.26,02/01/2025,0.0
155950,661889,41397774,12,397.13,397.13,0.0,,4.0
155950,684952,41397769,12,586.89,586.89,0.0,,4.0
155950,694608,41397766,12,216.23,216.23,0.0,,4.0
155950,695478,41397810,12,873.76,873.76,0.0,,4.0
155950,695583,41397833,12,1786.15,1786.15,0.0,,4.0
155950,701904,41397850,12,1509.57,1509.57,0.0,,4.0
155950,703854,41397765,12,1268.1,1268.1,0.0,,4.0
155950,707178,41397787,12,548.41,548.41,0.0,,4.0
155950,712992,41397839,12,1519.97,1519.97,0.0,,4.0
155950,713324,41397814,12,1045.5,1045.5,0.0,,4.0
155950,713662,41397851,12,1320.19,1320.19,0.0,,4.0
155950,713836,41397817,12,1052.25,1052.25,0.0,,4.0
155950,715004,41397853,12,403.34,403.34,0.0,,4.0
155950,721577,41397808,12,558.81,558.81,0.0,,4.0
155950,722159,41397784,12,1180.36,1180.36,0.0,,4.0
155950,723028,41397802,12,1783.02,1783.02,0.0,,4.0
155950,725741,41397854,12,1891.08,1891.08,0.0,,4.0
155950,726130,41397770,12,1241.3,1241.3,0.0,,4.0
155951,366046,41397864,14,486.47,486.47,0.0,,4.0
155951,427609,41397862,14,248.25,248.25,0.0,,4.0
155951,683653,41397865,14,586.89,586.89,0.0,,4.0
155951,686634,41397861,14,586.89,586.89,0.0,,4.0
155951,689508,41397866,14,1242.71,1242.71,0.0,,4.0
155951,690572,41397863,14,292.96,292.96,0.0,,4.0
155954,425211,41398015,72,486.77,486.77,0.0,,4.0
155956,317372,41398164,12,1015.68,1015.68,0.0,,4.0
155956,325900,41398162,12,948.51,948.51,0.0,,4.0
155956,395084,41398169,12,450.11,450.11,0.0,,4.0
155956,430248,41398171,12,486.77,486.77,0.0,,4.0
155956,437336,41398163,12,215.2,215.2,0.0,,4.0
155956,466479,41398165,12,782.53,782.53,0.0,,4.0
155956,475597,41398168,12,375.5,375.5,0.0,,4.0
155956,481269,41398166,12,782.53,782.53,0.0,,4.0
155956,482633,41398170,12,527.17,527.17,0.0,,4.0
155956,489813,41398167,12,973.54,973.54,0.0,,4.0
155957,575684,41398172,14,252.22,252.22,0.0,,4.0
155958,133936,41398178,21,336.5,336.5,0.0,,4.0
155958,160756,41398173,44,540.15,540.15,0.0,,4.0
155958,273803,41398177,21,533.01,533.01,0.0,,4.0
155958,286960,41398175,21,542.32,542.32,0.0,,4.0
155958,403792,41398174,44,299.37,299.37,0.0,,4.0
155958,416184,41398176,21,446.92,446.92,0.0,,4.0
155958,524583,41398179,21,1261.1,1261.1,0.0,,4.0
155998,708725,41402676,132,1964.33,1964.33,0.0,,4.0
156002,382923,41402787,21,273.03,273.03,0.0,,4.0
156002,403330,41402790,21,397.82,397.82,0.0,,4.0
156002,490563,41402793,21,268.95,268.95,0.0,,4.0
156003,41488,41402796,21,1721.34,1721.34,0.0,,4.0
156003,118853,41402797,21,3324.16,3324.16,0.0,,4.0
156003,120211,41402798,21,118.34,118.34,0.0,,4.0
156003,131445,41402799,21,1798.84,1798.84,0.0,,4.0
156003,132239,41402800,21,552.9,552.9,0.0,,4.0
156003,328769,41402801,44,184.25,184.25,0.0,,4.0
156003,346363,41402802,21,378.62,378.62,0.0,,4.0
156003,352409,41402803,21,204.37,204.37,0.0,,4.0
156003,356060,41402804,21,1290.11,1290.11,0.0,,4.0
156003,357697,41402805,44,369.24,369.24,0.0,,4.0
156003,370053,41402806,21,1204.35,1204.35,0.0,,4.0
156003,375593,41402807,44,1841.34,1841.34,0.0,,4.0
156003,378597,41402808,21,412.21,412.21,0.0,,4.0
156003,379056,41402809,21,370.0,370.0,370.0,03/01/2025,0.0
156003,379884,41402810,21,455.06,455.06,0.0,,4.0
156003,387371,41402811,44,439.16,439.16,0.0,,4.0
156003,388066,41402812,21,340.15,340.15,0.0,,4.0
156003,391436,41402813,21,2099.99,2099.99,0.0,,4.0
156003,392097,41402814,21,527.56,527.56,0.0,,4.0
156003,393336,41402815,21,1709.44,1709.44,0.0,,4.0
156003,409753,41402816,21,649.59,649.59,649.59,03/01/2025,0.0
156003,426588,41402817,21,370.68,370.68,0.0,,4.0
156003,429100,41402818,44,538.17,538.17,0.0,,4.0
156003,439854,41402819,21,625.79,625.79,0.0,,4.0
156003,446777,41402820,44,1004.98,1004.98,0.0,,4.0
156003,449055,41402821,21,813.51,813.51,0.0,,4.0
156003,449613,41402822,21,256.0,256.0,0.0,,2.0
156003,454654,41402823,21,865.98,865.98,0.0,,4.0
156003,460530,41402824,127,1135.09,1135.09,0.0,,4.0
156003,463429,41402825,44,281.17,281.17,0.0,,4.0
156003,465481,41402826,44,742.52,742.52,0.0,,4.0
156003,467758,41402827,21,991.86,991.86,0.0,,4.0
156003,472085,41402828,21,257.3,257.3,0.0,,2.0
156003,473186,41402829,21,1087.63,1087.63,0.0,,4.0
156003,476139,41402830,21,497.06,497.06,0.0,,40.0
156003,478526,41402831,21,556.33,556.33,0.0,,4.0
156003,479039,41402832,21,224.51,224.51,0.0,,4.0
156003,479228,41402833,21,1087.31,1087.31,0.0,,4.0
156003,479853,41402834,21,434.99,434.99,0.0,,4.0
156003,480646,41402835,21,181.4,181.4,0.0,,4.0
156003,481628,41402836,21,1801.99,1801.99,0.0,,4.0
156003,483366,41402837,21,228.49,228.49,0.0,,4.0
156003,483665,41402838,21,238.15,238.15,0.0,,4.0
156003,484061,41402839,21,367.67,367.67,0.0,,4.0
156003,484539,41402840,21,613.98,613.98,0.0,,4.0
156003,485024,41402841,21,527.51,527.51,0.0,,4.0
156003,486679,41402842,21,715.57,715.57,0.0,,4.0
156003,487102,41402843,21,67.0,67.0,0.0,,4.0
156003,488023,41402844,44,654.79,654.79,0.0,,4.0
156003,488647,41402845,21,136.16,136.16,0.0,,4.0
156003,489340,41402846,21,487.95,487.95,0.0,,4.0
156003,493461,41402847,44,382.32,382.32,0.0,,4.0
156003,493814,41402848,44,88.33,88.33,0.0,,4.0
156003,494813,41402849,166,503.21,503.21,0.0,,36.0
156003,495398,41402850,21,1264.68,1264.68,0.0,,4.0
156003,495768,41402851,21,675.34,675.34,0.0,,4.0
156003,497037,41402852,21,375.48,375.48,0.0,,4.0
156003,499929,41402853,21,102.3,102.3,0.0,,4.0
156003,501344,41402854,21,405.7,405.7,0.0,,4.0
156003,501393,41402855,21,185.66,185.66,0.0,,4.0
156003,501415,41402856,21,135.86,135.86,0.0,,4.0
156003,502224,41402857,21,368.75,368.75,0.0,,4.0
156003,502832,41402858,21,432.97,432.97,0.0,,4.0
156003,503506,41402859,21,1079.41,1079.41,0.0,,4.0
156003,503852,41402860,21,624.32,624.32,0.0,,4.0
156003,504476,41402861,21,573.51,573.51,0.0,,4.0
156003,504825,41402862,21,389.97,389.97,0.0,,4.0
156003,505140,41402863,62,317.98,317.98,0.0,,4.0
156003,505217,41402864,62,482.84,482.84,0.0,,4.0
156003,505302,41402865,21,413.13,413.13,0.0,,4.0
